datetime,client,close,price_am,price_pm,Month,DayofMonth,dayofweek,year,y,mod_predict
2010-08-21,0,0,-1,-1,8,21,5,2010,19,19.000104904174805
2010-08-22,0,0,-1,-1,8,22,6,2010,18,18.000213623046875
2010-08-23,0,0,-1,-1,8,23,0,2010,19,18.999168395996094
2010-08-24,0,0,-1,-1,8,24,1,2010,11,11.001153945922852
2010-08-25,0,0,-1,-1,8,25,2,2010,13,12.999531745910645
2010-08-26,0,0,-1,-1,8,26,3,2010,20,19.999862670898438
2010-08-27,0,0,-1,-1,8,27,4,2010,20,20.00108528137207
2010-08-28,0,0,-1,-1,8,28,5,2010,27,26.99982452392578
2010-08-29,0,0,-1,-1,8,29,6,2010,23,23.000213623046875
2010-08-30,0,0,-1,-1,8,30,0,2010,24,23.999103546142578
2010-08-31,0,0,-1,-1,8,31,1,2010,18,18.000097274780273
2010-09-01,0,0,-1,-1,9,1,2,2010,19,19.000579833984375
2010-09-02,0,0,-1,-1,9,2,3,2010,16,16.000377655029297
2010-09-03,0,0,-1,-1,9,3,4,2010,13,13.00131607055664
2010-09-04,0,0,-1,-1,9,4,5,2010,15,15.000286102294922
2010-09-05,0,0,-1,-1,9,5,6,2010,21,20.99854278564453
2010-09-06,0,0,-1,-1,9,6,0,2010,11,11.001060485839844
2010-09-07,0,0,-1,-1,9,7,1,2010,19,18.995634078979492
2010-09-08,0,0,-1,-1,9,8,2,2010,9,9.000389099121094
2010-09-09,0,0,-1,-1,9,9,3,2010,4,4.001770973205566
2010-09-10,0,0,-1,-1,9,10,4,2010,9,9.00036907196045
2010-09-11,0,0,-1,-1,9,11,5,2010,13,13.00057315826416
2010-09-12,0,0,-1,-1,9,12,6,2010,12,12.00113296508789
2010-09-13,0,0,-1,-1,9,13,0,2010,11,10.99973201751709
2010-09-14,0,0,-1,-1,9,14,1,2010,10,10.001076698303223
2010-09-15,0,0,-1,-1,9,15,2,2010,14,13.999435424804688
2010-09-16,0,0,-1,-1,9,16,3,2010,7,7.0021209716796875
2010-09-17,0,0,-1,-1,9,17,4,2010,19,18.998594284057617
2010-09-18,0,0,-1,-1,9,18,5,2010,19,18.99981117248535
2010-09-19,0,0,-1,-1,9,19,6,2010,13,13.00106430053711
2010-09-20,0,0,-1,-1,9,20,0,2010,16,16.001298904418945
2010-09-21,0,0,-1,-1,9,21,1,2010,18,17.99991226196289
2010-09-22,0,0,-1,-1,9,22,2,2010,12,12.000470161437988
2010-09-23,0,0,-1,-1,9,23,3,2010,32,31.995134353637695
2010-09-24,0,0,-1,-1,9,24,4,2010,30,29.9996395111084
2010-09-25,0,0,-1,-1,9,25,5,2010,24,24.001667022705078
2010-09-26,0,0,-1,-1,9,26,6,2010,26,25.9980525970459
2010-09-27,0,0,-1,-1,9,27,0,2010,17,17.0003719329834
2010-09-28,0,0,-1,-1,9,28,1,2010,23,22.999189376831055
2010-09-29,0,0,-1,-1,9,29,2,2010,15,15.002374649047852
2010-09-30,0,0,-1,-1,9,30,3,2010,27,26.99998664855957
2010-10-01,0,0,-1,-1,10,1,4,2010,24,23.99762725830078
2010-10-02,0,0,-1,-1,10,2,5,2010,18,18.00014877319336
2010-10-03,0,0,-1,-1,10,3,6,2010,16,16.000450134277344
2010-10-04,0,0,-1,-1,10,4,0,2010,10,10.001035690307617
2010-10-05,0,0,-1,-1,10,5,1,2010,13,12.999276161193848
2010-10-06,0,0,-1,-1,10,6,2,2010,3,3.0013561248779297
2010-10-07,0,0,-1,-1,10,7,3,2010,7,6.9996657371521
2010-10-08,0,0,-1,-1,10,8,4,2010,11,11.000555992126465
2010-10-09,0,0,-1,-1,10,9,5,2010,17,17.00010871887207
2010-10-10,0,0,-1,-1,10,10,6,2010,18,17.99971580505371
2010-10-11,0,0,-1,-1,10,11,0,2010,7,7.000248908996582
2010-10-12,0,0,-1,-1,10,12,1,2010,8,8.000320434570312
2010-10-13,0,0,-1,-1,10,13,2,2010,8,8.001009941101074
2010-10-14,0,0,-1,-1,10,14,3,2010,13,12.998076438903809
2010-10-15,0,0,-1,-1,10,15,4,2010,9,9.001086235046387
2010-10-16,0,0,-1,-1,10,16,5,2010,17,16.999311447143555
2010-10-17,0,0,-1,-1,10,17,6,2010,12,12.000835418701172
2010-10-18,0,0,-1,-1,10,18,0,2010,11,10.999043464660645
2010-10-19,0,0,-1,-1,10,19,1,2010,6,6.001591205596924
2010-10-20,0,0,-1,-1,10,20,2,2010,12,11.99867057800293
2010-10-21,0,0,-1,-1,10,21,3,2010,3,3.0021071434020996
2010-10-22,0,0,-1,-1,10,22,4,2010,7,7.0004072189331055
2010-10-23,0,0,-1,-1,10,23,5,2010,21,21.000038146972656
2010-10-24,0,0,-1,-1,10,24,6,2010,20,20.000537872314453
2010-10-25,0,0,-1,-1,10,25,0,2010,13,13.000864028930664
2010-10-26,0,0,-1,-1,10,26,1,2010,12,11.999929428100586
2010-10-27,0,0,-1,-1,10,27,2,2010,13,13.00021743774414
2010-10-28,0,0,-1,-1,10,28,3,2010,18,18.000484466552734
2010-10-29,0,0,-1,-1,10,29,4,2010,26,25.999202728271484
2010-10-30,0,0,-1,-1,10,30,5,2010,29,28.997859954833984
2010-10-31,0,0,-1,-1,10,31,6,2010,23,22.999834060668945
2010-11-01,0,0,-1,-1,11,1,0,2010,16,16.000171661376953
2010-11-02,0,0,-1,-1,11,2,1,2010,12,12.00031566619873
2010-11-03,0,0,-1,-1,11,3,2,2010,15,14.998247146606445
2010-11-04,0,0,-1,-1,11,4,3,2010,11,11.000478744506836
2010-11-05,0,0,-1,-1,11,5,4,2010,13,13.000605583190918
2010-11-06,0,0,-1,-1,11,6,5,2010,17,16.999834060668945
2010-11-07,0,0,-1,-1,11,7,6,2010,13,13.000653266906738
2010-11-08,0,0,-1,-1,11,8,0,2010,8,8.000585556030273
2010-11-09,0,0,-1,-1,11,9,1,2010,7,7.000855445861816
2010-11-10,0,0,-1,-1,11,10,2,2010,11,11.000492095947266
2010-11-11,0,0,-1,-1,11,11,3,2010,11,11.001296997070312
2010-11-12,0,0,-1,-1,11,12,4,2010,15,14.999786376953125
2010-11-13,0,0,-1,-1,11,13,5,2010,16,16.000385284423828
2010-11-14,0,0,-1,-1,11,14,6,2010,19,19.000125885009766
2010-11-15,0,0,-1,-1,11,15,0,2010,21,20.997114181518555
2010-11-16,0,0,-1,-1,11,16,1,2010,14,14.000704765319824
2010-11-17,0,0,-1,-1,11,17,2,2010,11,11.000471115112305
2010-11-18,0,0,-1,-1,11,18,3,2010,9,8.999971389770508
2010-11-19,0,0,-1,-1,11,19,4,2010,25,24.996782302856445
2010-11-20,0,0,-1,-1,11,20,5,2010,24,23.999595642089844
2010-11-21,0,0,-1,-1,11,21,6,2010,22,22.00042724609375
2010-11-22,0,0,-1,-1,11,22,0,2010,22,22.00044822692871
2010-11-23,0,0,-1,-1,11,23,1,2010,16,16.000041961669922
2010-11-24,0,0,-1,-1,11,24,2,2010,14,14.000694274902344
2010-11-25,0,0,-1,-1,11,25,3,2010,18,17.99966049194336
2010-11-26,0,0,-1,-1,11,26,4,2010,22,22.001049041748047
2010-11-27,0,0,-1,-1,11,27,5,2010,26,25.999950408935547
2010-11-28,0,0,-1,-1,11,28,6,2010,22,22.00102996826172
2010-11-29,0,0,-1,-1,11,29,0,2010,22,21.999927520751953
2010-11-30,0,0,-1,-1,11,30,1,2010,21,21.00051498413086
2010-12-01,0,0,-1,-1,12,1,2,2010,23,22.999324798583984
2010-12-02,0,0,-1,-1,12,2,3,2010,14,14.00120735168457
2010-12-03,0,0,-1,-1,12,3,4,2010,18,17.999797821044922
2010-12-04,0,0,-1,-1,12,4,5,2010,27,26.996801376342773
2010-12-05,0,0,-1,-1,12,5,6,2010,16,16.000328063964844
2010-12-06,0,0,-1,-1,12,6,0,2010,17,16.999095916748047
2010-12-07,0,0,-1,-1,12,7,1,2010,12,12.001259803771973
2010-12-08,0,0,-1,-1,12,8,2,2010,13,13.000357627868652
2010-12-09,0,0,-1,-1,12,9,3,2010,12,12.000025749206543
2010-12-10,0,0,-1,-1,12,10,4,2010,19,18.998624801635742
2010-12-11,0,0,-1,-1,12,11,5,2010,14,14.001324653625488
2010-12-12,0,0,-1,-1,12,12,6,2010,23,22.99862289428711
2010-12-13,0,0,-1,-1,12,13,0,2010,16,15.99984073638916
2010-12-14,0,0,-1,-1,12,14,1,2010,13,13.000677108764648
2010-12-15,0,0,-1,-1,12,15,2,2010,21,20.999483108520508
2010-12-16,0,0,-1,-1,12,16,3,2010,17,16.999908447265625
2010-12-17,0,0,-1,-1,12,17,4,2010,21,21.000835418701172
2010-12-18,0,0,-1,-1,12,18,5,2010,23,23.000125885009766
2010-12-19,0,0,-1,-1,12,19,6,2010,27,26.999958038330078
2010-12-20,0,0,-1,-1,12,20,0,2010,23,23.00116729736328
2010-12-21,0,0,-1,-1,12,21,1,2010,22,21.99944305419922
2010-12-22,0,0,-1,-1,12,22,2,2010,21,21.000137329101562
2010-12-23,0,0,-1,-1,12,23,3,2010,18,18.001192092895508
2010-12-24,0,0,-1,-1,12,24,4,2010,29,28.99958610534668
2010-12-25,0,0,-1,-1,12,25,5,2010,28,27.999963760375977
2010-12-26,0,0,-1,-1,12,26,6,2010,26,26.000320434570312
2010-12-27,0,0,-1,-1,12,27,0,2010,26,25.997556686401367
2010-12-28,0,0,-1,-1,12,28,1,2010,18,18.001121520996094
2010-12-29,0,0,-1,-1,12,29,2,2010,23,22.998004913330078
2010-12-30,0,0,-1,-1,12,30,3,2010,15,15.000258445739746
2010-12-31,0,1,-1,-1,12,31,4,2010,0,0.00021213293075561523
2011-01-01,0,1,-1,-1,1,1,5,2011,0,0.00012987852096557617
2011-01-02,0,1,-1,-1,1,2,6,2011,0,0.00017079710960388184
2011-01-03,0,1,-1,-1,1,3,0,2011,0,0.00020372867584228516
2011-01-04,0,0,0,0,1,4,1,2011,16,16.000247955322266
2011-01-05,0,0,0,0,1,5,2,2011,16,15.998424530029297
2011-01-06,0,0,0,0,1,6,3,2011,13,13.000130653381348
2011-01-07,0,0,0,0,1,7,4,2011,14,14.000443458557129
2011-01-08,0,0,0,0,1,8,5,2011,16,16.002315521240234
2011-01-09,0,0,0,0,1,9,6,2011,16,16.003925323486328
2011-01-10,0,0,0,0,1,10,0,2011,14,14.000242233276367
2011-01-11,0,0,0,0,1,11,1,2011,13,13.00208568572998
2011-01-12,0,0,0,0,1,12,2,2011,5,5.00353479385376
2011-01-13,0,0,0,0,1,13,3,2011,9,8.999951362609863
2011-01-14,0,0,0,0,1,14,4,2011,14,14.000213623046875
2011-01-15,0,0,0,0,1,15,5,2011,19,19.000520706176758
2011-01-16,0,0,0,0,1,16,6,2011,22,22.001483917236328
2011-01-17,0,0,0,0,1,17,0,2011,12,12.001769065856934
2011-01-18,0,0,0,0,1,18,1,2011,11,11.001450538635254
2011-01-19,0,0,0,0,1,19,2,2011,6,6.002994060516357
2011-01-20,0,0,0,0,1,20,3,2011,7,7.002688884735107
2011-01-21,0,0,0,0,1,21,4,2011,14,14.001172065734863
2011-01-22,0,0,1,0,1,22,5,2011,17,17.001890182495117
2011-01-23,0,0,0,0,1,23,6,2011,18,18.00165367126465
2011-01-24,0,0,0,0,1,24,0,2011,12,12.000502586364746
2011-01-25,0,0,0,0,1,25,1,2011,15,15.001383781433105
2011-01-26,0,0,0,0,1,26,2,2011,13,13.002643585205078
2011-01-27,0,0,1,1,1,27,3,2011,18,18.001615524291992
2011-01-28,0,0,1,1,1,28,4,2011,16,16.001922607421875
2011-01-29,0,0,2,1,1,29,5,2011,23,23.001022338867188
2011-01-30,0,0,2,1,1,30,6,2011,28,28.00042152404785
2011-01-31,0,0,1,0,1,31,0,2011,23,23.000301361083984
2011-02-01,0,0,1,1,2,1,1,2011,22,22.00044822692871
2011-02-02,0,0,1,1,2,2,2,2011,14,14.000665664672852
2011-02-03,0,0,0,0,2,3,3,2011,12,12.00106430053711
2011-02-04,0,0,0,0,2,4,4,2011,16,16.001628875732422
2011-02-05,0,0,1,1,2,5,5,2011,24,23.999752044677734
2011-02-06,0,0,1,1,2,6,6,2011,17,16.999849319458008
2011-02-07,0,0,0,0,2,7,0,2011,15,15.000506401062012
2011-02-08,0,0,0,0,2,8,1,2011,7,7.002875328063965
2011-02-09,0,0,0,0,2,9,2,2011,9,9.001583099365234
2011-02-10,0,0,0,0,2,10,3,2011,21,21.001659393310547
2011-02-11,0,0,2,1,2,11,4,2011,29,29.00017547607422
2011-02-12,0,0,2,1,2,12,5,2011,21,21.00200843811035
2011-02-13,0,0,1,1,2,13,6,2011,25,25.00163459777832
2011-02-14,0,0,0,0,2,14,0,2011,8,8.002423286437988
2011-02-15,0,0,0,0,2,15,1,2011,13,13.002327919006348
2011-02-16,0,0,0,0,2,16,2,2011,10,10.002005577087402
2011-02-17,0,0,0,0,2,17,3,2011,17,17.000442504882812
2011-02-18,0,0,1,0,2,18,4,2011,22,22.001876831054688
2011-02-19,0,0,2,2,2,19,5,2011,25,25.001070022583008
2011-02-20,0,0,2,1,2,20,6,2011,24,24.001779556274414
2011-02-21,0,0,0,0,2,21,0,2011,26,26.001754760742188
2011-02-22,0,0,1,0,2,22,1,2011,15,15.002972602844238
2011-02-23,0,0,1,0,2,23,2,2011,21,21.00303840637207
2011-02-24,0,0,1,1,2,24,3,2011,23,23.00284194946289
2011-02-25,0,0,2,1,2,25,4,2011,29,29.002023696899414
2011-02-26,0,0,3,2,2,26,5,2011,32,32.00236511230469
2011-02-27,0,0,2,2,2,27,6,2011,33,33.00156784057617
2011-02-28,0,0,2,1,2,28,0,2011,30,30.001426696777344
2011-03-01,0,0,1,1,3,1,1,2011,28,28.00119400024414
2011-03-02,0,0,0,0,3,2,2,2011,21,21.000215530395508
2011-03-03,0,0,0,0,3,3,3,2011,20,20.000980377197266
2011-03-04,0,0,1,1,3,4,4,2011,12,12.003507614135742
2011-03-05,0,0,2,1,3,5,5,2011,27,27.000295639038086
2011-03-06,0,0,1,1,3,6,6,2011,21,21.00284767150879
2011-03-07,0,0,0,0,3,7,0,2011,22,22.001514434814453
2011-03-08,0,0,0,0,3,8,1,2011,21,21.0003719329834
2011-03-09,0,0,0,0,3,9,2,2011,15,15.002135276794434
2011-03-10,0,0,0,0,3,10,3,2011,21,21.001514434814453
2011-03-11,0,0,0,0,3,11,4,2011,17,17.002180099487305
2011-03-12,0,0,2,2,3,12,5,2011,25,25.00075912475586
2011-03-13,0,0,2,1,3,13,6,2011,17,17.002208709716797
2011-03-14,0,0,1,1,3,14,0,2011,27,27.0003604888916
2011-03-15,0,0,1,1,3,15,1,2011,31,31.001779556274414
2011-03-16,0,0,2,2,3,16,2,2011,34,34.001373291015625
2011-03-17,0,0,2,2,3,17,3,2011,34,34.00044250488281
2011-03-18,0,0,2,2,3,18,4,2011,42,42.00053024291992
2011-03-19,0,0,3,3,3,19,5,2011,40,40.001953125
2011-03-20,0,0,5,3,3,20,6,2011,41,41.000545501708984
2011-03-21,0,0,3,2,3,21,0,2011,39,39.00055694580078
2011-03-22,0,0,3,3,3,22,1,2011,39,39.00165939331055
2011-03-23,0,0,5,4,3,23,2,2011,37,37.00259017944336
2011-03-24,0,0,5,3,3,24,3,2011,36,36.00003433227539
2011-03-25,0,0,4,5,3,25,4,2011,35,35.00016403198242
2011-03-26,0,0,5,5,3,26,5,2011,40,40.00125503540039
2011-03-27,0,0,5,4,3,27,6,2011,35,35.0024528503418
2011-03-28,0,0,3,2,3,28,0,2011,49,48.99927520751953
2011-03-29,0,0,3,2,3,29,1,2011,37,37.001380920410156
2011-03-30,0,0,4,3,3,30,2,2011,38,38.00050354003906
2011-03-31,0,0,4,4,3,31,3,2011,34,34.001869201660156
2011-04-01,0,0,4,2,4,1,4,2011,48,48.000492095947266
2011-04-02,0,0,5,4,4,2,5,2011,29,29.001419067382812
2011-04-03,0,0,3,3,4,3,6,2011,28,28.000139236450195
2011-04-04,0,0,2,1,4,4,0,2011,23,23.000713348388672
2011-04-05,0,0,1,1,4,5,1,2011,25,25.001529693603516
2011-04-06,0,0,0,0,4,6,2,2011,31,31.000503540039062
2011-04-07,0,0,0,0,4,7,3,2011,28,28.00286293029785
2011-04-08,0,0,0,0,4,8,4,2011,37,37.00133514404297
2011-04-09,0,0,3,2,4,9,5,2011,39,39.00038146972656
2011-04-10,0,0,2,1,4,10,6,2011,29,29.001676559448242
2011-04-11,0,0,0,0,4,11,0,2011,14,14.001333236694336
2011-04-12,0,0,0,0,4,12,1,2011,13,13.003459930419922
2011-04-13,0,0,0,0,4,13,2,2011,10,10.00134563446045
2011-04-14,0,0,0,0,4,14,3,2011,16,16.00104522705078
2011-04-15,0,0,0,0,4,15,4,2011,32,32.00225067138672
2011-04-16,0,0,2,2,4,16,5,2011,25,25.00031852722168
2011-04-17,0,0,2,1,4,17,6,2011,24,24.001163482666016
2011-04-18,0,0,0,0,4,18,0,2011,16,16.002235412597656
2011-04-19,0,0,0,0,4,19,1,2011,16,16.00112533569336
2011-04-20,0,0,0,0,4,20,2,2011,11,11.000615119934082
2011-04-21,0,0,0,0,4,21,3,2011,7,7.002208232879639
2011-04-22,0,0,1,1,4,22,4,2011,25,25.000675201416016
2011-04-23,0,0,3,2,4,23,5,2011,26,26.000972747802734
2011-04-24,0,0,2,1,4,24,6,2011,24,24.000890731811523
2011-04-25,0,0,1,1,4,25,0,2011,19,19.00285530090332
2011-04-26,0,0,1,1,4,26,1,2011,29,29.000202178955078
2011-04-27,0,0,1,1,4,27,2,2011,20,20.00200653076172
2011-04-28,0,0,1,1,4,28,3,2011,23,23.000532150268555
2011-04-29,0,0,2,1,4,29,4,2011,22,22.002260208129883
2011-04-30,0,0,3,3,4,30,5,2011,21,21.000972747802734
2011-05-01,0,0,1,1,5,1,6,2011,19,19.002222061157227
2011-05-02,0,0,1,0,5,2,0,2011,21,21.000747680664062
2011-05-03,0,0,2,1,5,3,1,2011,15,15.00007152557373
2011-05-04,0,0,1,0,5,4,2,2011,18,18.000835418701172
2011-05-05,0,0,1,0,5,5,3,2011,15,15.000496864318848
2011-05-06,0,0,0,0,5,6,4,2011,18,18.003353118896484
2011-05-07,0,0,1,0,5,7,5,2011,14,14.000510215759277
2011-05-08,0,0,0,0,5,8,6,2011,6,6.000870227813721
2011-05-09,0,0,0,0,5,9,0,2011,11,11.001323699951172
2011-05-10,0,0,0,0,5,10,1,2011,7,7.0013508796691895
2011-05-11,0,0,0,0,5,11,2,2011,6,6.0017170906066895
2011-05-12,0,0,0,0,5,12,3,2011,11,11.000112533569336
2011-05-13,0,0,0,0,5,13,4,2011,5,5.004112243652344
2011-05-14,0,0,1,1,5,14,5,2011,21,21.001556396484375
2011-05-15,0,0,1,0,5,15,6,2011,20,20.0009822845459
2011-05-16,0,0,0,0,5,16,0,2011,17,17.000032424926758
2011-05-17,0,0,0,0,5,17,1,2011,7,7.001479625701904
2011-05-18,0,0,0,0,5,18,2,2011,11,11.000258445739746
2011-05-19,0,0,0,0,5,19,3,2011,10,10.002649307250977
2011-05-20,0,0,1,0,5,20,4,2011,16,16.001174926757812
2011-05-21,0,0,1,1,5,21,5,2011,22,22.00021743774414
2011-05-22,0,0,1,1,5,22,6,2011,21,21.001426696777344
2011-05-23,0,0,0,0,5,23,0,2011,13,13.000476837158203
2011-05-24,0,0,0,0,5,24,1,2011,10,10.000131607055664
2011-05-25,0,0,0,0,5,25,2,2011,14,14.000247955322266
2011-05-26,0,0,0,0,5,26,3,2011,18,18.00031280517578
2011-05-27,0,0,1,1,5,27,4,2011,17,17.00269889831543
2011-05-28,0,0,2,1,5,28,5,2011,31,31.00103759765625
2011-05-29,0,0,1,1,5,29,6,2011,24,24.001052856445312
2011-05-30,0,0,1,0,5,30,0,2011,24,24.00104331970215
2011-05-31,0,0,1,0,5,31,1,2011,25,24.999561309814453
2011-06-01,0,0,1,0,6,1,2,2011,14,14.001371383666992
2011-06-02,0,0,1,0,6,2,3,2011,15,14.999811172485352
2011-06-03,0,0,1,0,6,3,4,2011,13,13.001084327697754
2011-06-04,0,0,1,1,6,4,5,2011,25,25.000219345092773
2011-06-05,0,0,1,0,6,5,6,2011,23,23.001239776611328
2011-06-06,0,0,0,0,6,6,0,2011,7,7.0019731521606445
2011-06-07,0,0,0,0,6,7,1,2011,4,4.000720977783203
2011-06-08,0,0,0,0,6,8,2,2011,13,13.000106811523438
2011-06-09,0,0,0,0,6,9,3,2011,14,14.000787734985352
2011-06-10,0,0,0,0,6,10,4,2011,18,18.000871658325195
2011-06-11,0,0,1,1,6,11,5,2011,20,20.002777099609375
2011-06-12,0,0,1,0,6,12,6,2011,11,11.00097370147705
2011-06-13,0,0,0,0,6,13,0,2011,8,8.002266883850098
2011-06-14,0,0,0,0,6,14,1,2011,9,9.000545501708984
2011-06-15,0,0,0,0,6,15,2,2011,11,11.000748634338379
2011-06-16,0,0,0,0,6,16,3,2011,15,15.001453399658203
2011-06-17,0,0,0,0,6,17,4,2011,13,13.000876426696777
2011-06-18,0,0,1,1,6,18,5,2011,20,20.00048065185547
2011-06-19,0,0,1,1,6,19,6,2011,16,16.001323699951172
2011-06-20,0,0,0,0,6,20,0,2011,18,18.00107765197754
2011-06-21,0,0,0,0,6,21,1,2011,11,11.004015922546387
2011-06-22,0,0,0,0,6,22,2,2011,7,7.00148344039917
2011-06-23,0,0,0,0,6,23,3,2011,12,12.001291275024414
2011-06-24,0,0,1,0,6,24,4,2011,20,20.000104904174805
2011-06-25,0,0,2,1,6,25,5,2011,23,23.001562118530273
2011-06-26,0,0,2,1,6,26,6,2011,23,23.00088119506836
2011-06-27,0,0,1,0,6,27,0,2011,18,18.00023078918457
2011-06-28,0,0,0,0,6,28,1,2011,21,21.001663208007812
2011-06-29,0,0,1,0,6,29,2,2011,25,25.000587463378906
2011-06-30,0,0,1,2,6,30,3,2011,24,23.999902725219727
2011-07-01,0,0,-1,-1,7,1,4,2011,16,16.001354217529297
2011-07-02,0,0,2,1,7,2,5,2011,25,25.001895904541016
2011-07-03,0,0,1,1,7,3,6,2011,17,17.0020751953125
2011-07-04,0,0,0,0,7,4,0,2011,11,11.00057601928711
2011-07-05,0,0,0,0,7,5,1,2011,8,8.00068473815918
2011-07-06,0,0,0,0,7,6,2,2011,11,11.000672340393066
2011-07-07,0,0,0,0,7,7,3,2011,10,10.002938270568848
2011-07-08,0,0,0,0,7,8,4,2011,16,16.000308990478516
2011-07-09,0,0,1,1,7,9,5,2011,19,19.002704620361328
2011-07-10,0,0,1,1,7,10,6,2011,20,20.000736236572266
2011-07-11,0,0,0,0,7,11,0,2011,17,17.00015640258789
2011-07-12,0,0,0,0,7,12,1,2011,10,10.000284194946289
2011-07-13,0,0,0,0,7,13,2,2011,9,9.002309799194336
2011-07-14,0,0,0,0,7,14,3,2011,16,16.000534057617188
2011-07-15,0,0,0,0,7,15,4,2011,19,19.000364303588867
2011-07-16,0,0,2,1,7,16,5,2011,17,17.001882553100586
2011-07-17,0,0,2,1,7,17,6,2011,23,22.999662399291992
2011-07-18,0,0,1,0,7,18,0,2011,19,19.000028610229492
2011-07-19,0,0,0,0,7,19,1,2011,13,13.001535415649414
2011-07-20,0,0,0,0,7,20,2,2011,15,14.99996280670166
2011-07-21,0,0,0,0,7,21,3,2011,14,14.000259399414062
2011-07-22,0,0,1,0,7,22,4,2011,18,18.000730514526367
2011-07-23,0,0,1,1,7,23,5,2011,22,22.001264572143555
2011-07-24,0,0,1,1,7,24,6,2011,23,22.99973487854004
2011-07-25,0,0,1,0,7,25,0,2011,14,14.000456809997559
2011-07-26,0,0,1,0,7,26,1,2011,11,11.00056266784668
2011-07-27,0,0,1,0,7,27,2,2011,14,13.999991416931152
2011-07-28,0,0,1,0,7,28,3,2011,17,17.001787185668945
2011-07-29,0,0,1,1,7,29,4,2011,24,24.000146865844727
2011-07-30,0,0,2,2,7,30,5,2011,23,23.002656936645508
2011-07-31,0,0,2,1,7,31,6,2011,31,31.00171661376953
2011-08-01,0,0,1,0,8,1,0,2011,19,19.001737594604492
